Processing Start
Total files to process:,25000

Progress (100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.00%
Total Processed Images,100
""
Progress (200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.00%
Total Processed Images,200
""
Progress (300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.33%
Total Processed Images,300
""
Progress (400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.75%
Total Processed Images,400
""
Progress (500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.20%
Total Processed Images,500
""
Progress (600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.83%
Total Processed Images,600
""
Progress (700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.86%
Total Processed Images,700
""
Progress (800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.62%
Total Processed Images,800
""
Progress (900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.67%
Total Processed Images,900
""
Progress (1000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.60%
Total Processed Images,1000
""
Progress (1100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.82%
Total Processed Images,1100
""
Progress (1200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.92%
Total Processed Images,1200
""
Progress (1300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.62%
Total Processed Images,1300
""
Progress (1400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.93%
Total Processed Images,1400
""
Progress (1500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.00%
Total Processed Images,1500
""
Progress (1600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.75%
Total Processed Images,1600
""
Progress (1700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.71%
Total Processed Images,1700
""
Progress (1800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.83%
Total Processed Images,1800
""
Progress (1900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.95%
Total Processed Images,1900
""
Progress (2000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.15%
Total Processed Images,2000
""
Progress (2100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.38%
Total Processed Images,2100
""
Progress (2200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.50%
Total Processed Images,2200
""
Progress (2300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.22%
Total Processed Images,2300
""
Progress (2400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.33%
Total Processed Images,2400
""
Progress (2500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.08%
Total Processed Images,2500
""
Progress (2600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.85%
Total Processed Images,2600
""
Progress (2700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.81%
Total Processed Images,2700
""
Progress (2800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.82%
Total Processed Images,2800
""
Progress (2900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.79%
Total Processed Images,2900
""
Progress (3000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.57%
Total Processed Images,3000
""
Progress (3100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.58%
Total Processed Images,3100
""
Progress (3200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.69%
Total Processed Images,3200
""
Progress (3300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.70%
Total Processed Images,3300
""
Progress (3400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.74%
Total Processed Images,3400
""
Progress (3500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.83%
Total Processed Images,3500
""
Progress (3600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,90.86%
Total Processed Images,3600
""
Progress (3700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.03%
Total Processed Images,3700
""
Progress (3800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.18%
Total Processed Images,3800
""
Progress (3900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.33%
Total Processed Images,3900
""
Progress (4000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.47%
Total Processed Images,4000
""
Progress (4100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.66%
Total Processed Images,4100
""
Progress (4200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,91.83%
Total Processed Images,4200
""
Progress (4300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.02%
Total Processed Images,4300
""
Progress (4400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.18%
Total Processed Images,4400
""
Progress (4500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.33%
Total Processed Images,4500
""
Progress (4600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.46%
Total Processed Images,4600
""
Progress (4700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.60%
Total Processed Images,4700
""
Progress (4800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.69%
Total Processed Images,4800
""
Progress (4900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.84%
Total Processed Images,4900
""
Progress (5000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,92.98%
Total Processed Images,5000
""
Progress (5100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.12%
Total Processed Images,5100
""
Progress (5200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.23%
Total Processed Images,5200
""
Progress (5300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.36%
Total Processed Images,5300
""
Progress (5400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.46%
Total Processed Images,5400
""
Progress (5500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.58%
Total Processed Images,5500
""
Progress (5600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.68%
Total Processed Images,5600
""
Progress (5700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.79%
Total Processed Images,5700
""
Progress (5800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.83%
Total Processed Images,5800
""
Progress (5900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.80%
Total Processed Images,5900
""
Progress (6000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.77%
Total Processed Images,6000
""
Progress (6100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.84%
Total Processed Images,6100
""
Progress (6200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.84%
Total Processed Images,6200
""
Progress (6300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.81%
Total Processed Images,6300
""
Progress (6400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.86%
Total Processed Images,6400
""
Progress (6500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.92%
Total Processed Images,6500
""
Progress (6600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.95%
Total Processed Images,6600
""
Progress (6700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.96%
Total Processed Images,6700
""
Progress (6800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.04%
Total Processed Images,6800
""
Progress (6900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.12%
Total Processed Images,6900
""
Progress (7000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.17%
Total Processed Images,7000
""
Progress (7100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.21%
Total Processed Images,7100
""
Progress (7200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.26%
Total Processed Images,7200
""
Progress (7300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.27%
Total Processed Images,7300
""
Progress (7400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.32%
Total Processed Images,7400
""
Progress (7500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.39%
Total Processed Images,7500
""
Progress (7600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.39%
Total Processed Images,7600
""
Progress (7700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.42%
Total Processed Images,7700
""
Progress (7800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.35%
Total Processed Images,7800
""
Progress (7900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.30%
Total Processed Images,7900
""
Progress (8000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.33%
Total Processed Images,8000
""
Progress (8100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.37%
Total Processed Images,8100
""
Progress (8200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.40%
Total Processed Images,8200
""
Progress (8300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.36%
Total Processed Images,8300
""
Progress (8400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.40%
Total Processed Images,8400
""
Progress (8500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.46%
Total Processed Images,8500
""
Progress (8600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.51%
Total Processed Images,8600
""
Progress (8700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.55%
Total Processed Images,8700
""
Progress (8800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.61%
Total Processed Images,8800
""
Progress (8900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.66%
Total Processed Images,8900
""
Progress (9000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.66%
Total Processed Images,9000
""
Progress (9100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.70%
Total Processed Images,9100
""
Progress (9200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.65%
Total Processed Images,9200
""
Progress (9300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.70%
Total Processed Images,9300
""
Progress (9400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.73%
Total Processed Images,9400
""
Progress (9500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.76%
Total Processed Images,9500
""
Progress (9600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.75%
Total Processed Images,9600
""
Progress (9700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.73%
Total Processed Images,9700
""
Progress (9800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.76%
Total Processed Images,9800
""
Progress (9900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.75%
Total Processed Images,9900
""
Progress (10000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.73%
Total Processed Images,10000
""
Progress (10100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.71%
Total Processed Images,10100
""
Progress (10200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.66%
Total Processed Images,10200
""
Progress (10300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.65%
Total Processed Images,10300
""
Progress (10400 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.56%
Total Processed Images,10400
""
Progress (10500 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.55%
Total Processed Images,10500
""
Progress (10600 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.54%
Total Processed Images,10600
""
Progress (10700 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.52%
Total Processed Images,10700
""
Progress (10800 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.49%
Total Processed Images,10800
""
Progress (10900 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.39%
Total Processed Images,10900
""
Progress (11000 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.26%
Total Processed Images,11000
""
Progress (11100 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,94.00%
Total Processed Images,11100
""
Progress (11200 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.88%
Total Processed Images,11200
""
Progress (11300 images)
Model Integrity Metrics:
1. Original Model After Attack,0.00%
2. Encrypted-Decrypted Model,100.00%
3. Encrypted-Decrypted Model After Attack,93.73%
Total Processed Images,11300
""
